AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.65,178141.22,3482.46,65083.8,0.0,109284.6,76778.61,32505.99,0.0,organic,2017,GreatLakes
1.68,208558.03,3639.54,80400.82,4.82,124204.92,72148.53,52056.39,0.0,organic,2017,GreatLakes
1.64,209543.04,4180.21,76793.36,0.0,124683.37,79403.55,45279.82,0.0,organic,2017,GreatLakes
1.62,153380.48,3853.72,70843.63,0.0,78683.13,14008.38,64674.75,0.0,organic,2017,GreatLakes
1.58,169966.3,3073.22,71442.71,0.0,95450.37,20059.86,75390.51,0.0,organic,2017,GreatLakes
1.59,130430.6,2504.36,60395.45,3.23,67527.56,10039.5,57488.06,0.0,organic,2017,GreatLakes
1.56,148060.59,3126.38,73192.35,0.0,71741.86,11087.54,60654.32,0.0,organic,2017,GreatLakes
1.13,261363.34,3502.12,79186.28,4.83,178670.11,16845.36,161824.75,0.0,organic,2017,GreatLakes
1.69,156456.85,4036.03,78626.62,4.84,73789.36,27335.55,46453.81,0.0,organic,2017,GreatLakes
1.72,160659.8,3907.75,78127.32,0.0,78624.73,32403.8,46220.93,0.0,organic,2017,GreatLakes
1.59,150790.27,3228.65,74837.07,0.0,72724.55,26525.38,46199.17,0.0,organic,2017,GreatLakes
1.68,143791.21,3379.52,73032.43,0.0,67379.26,29130.71,38248.55,0.0,organic,2017,GreatLakes
1.74,146983.33,3712.17,80827.19,1.64,62442.33,21373.63,41068.7,0.0,organic,2017,GreatLakes
1.84,142607.19,3777.12,84783.68,0.0,54046.39,23231.28,30815.11,0.0,organic,2017,GreatLakes
1.71,134773.11,3619.94,81050.43,9.87,50092.87,35704.48,14388.39,0.0,organic,2017,GreatLakes
1.36,221705.72,4259.78,103729.98,3.32,113712.64,35865.04,77847.6,0.0,organic,2017,GreatLakes
1.36,201552.43,4791.02,90048.62,0.0,106712.79,28412.98,78299.81,0.0,organic,2017,GreatLakes
1.51,179232.9,4631.4,90013.63,0.0,84587.87,30833.38,53754.49,0.0,organic,2017,GreatLakes
1.08,244035.03,4955.2,80775.44,0.0,158304.39,30051.74,128252.65,0.0,organic,2017,GreatLakes
1.55,137494.38,5897.6,78592.68,0.0,53004.1,26849.16,26154.94,0.0,organic,2017,GreatLakes
1.08,206958.43,4366.07,65744.45,0.0,136847.91,26522.69,110325.22,0.0,organic,2017,GreatLakes
0.83,318890.26,4497.87,85819.87,0.0,228572.52,30235.13,198337.39,0.0,organic,2017,GreatLakes
0.94,253169.88,4551.23,80014.82,0.0,168603.83,31222.06,137381.77,0.0,organic,2017,GreatLakes
0.9,226000.27,4432.89,66308.19,0.0,155259.19,29892.25,125366.94,0.0,organic,2017,GreatLakes
1.08,162213.86,5063.86,68691.1,0.0,88458.9,23146.58,65312.32,0.0,organic,2017,GreatLakes
1.14,149650.5,4548.46,70014.08,0.0,75087.96,20170.52,54917.44,0.0,organic,2017,GreatLakes
1.35,129565.39,4443.31,72888.67,0.0,52233.41,24074.61,28158.8,0.0,organic,2017,GreatLakes
1.19,155334.45,3657.79,74068.65,0.0,77608.01,27302.29,50305.72,0.0,organic,2017,GreatLakes
1.7,103487.72,4370.03,67260.09,0.0,31857.6,25703.71,6153.89,0.0,organic,2017,GreatLakes
1.55,100134.77,4237.93,57604.54,0.0,38292.3,28785.23,9507.07,0.0,organic,2017,GreatLakes
1.44,104153.91,4104.86,69800.29,0.0,30248.76,23593.03,6655.73,0.0,organic,2017,GreatLakes
1.6,152399.77,2528.46,37771.11,861.76,111238.44,102542.42,8696.02,0.0,organic,2017,Midsouth
1.67,131240.16,2543.96,33564.26,712.1,94419.84,86520.12,7899.72,0.0,organic,2017,Midsouth
1.66,129898.85,2761.68,34831.02,640.04,91666.11,80649.5,11016.61,0.0,organic,2017,Midsouth
1.61,140885.3,3274.32,33387.67,675.89,103547.42,97646.59,5900.83,0.0,organic,2017,Midsouth
1.66,131588.67,2948.0,38442.38,759.91,89438.38,85848.62,3589.76,0.0,organic,2017,Midsouth
1.75,117915.02,2273.75,31229.01,553.57,83858.69,80658.79,3199.9,0.0,organic,2017,Midsouth
1.82,108987.74,2266.66,33847.74,487.56,72385.78,70589.95,1795.83,0.0,organic,2017,Midsouth
1.82,131020.52,2436.31,32888.12,627.22,95065.94,89571.58,5494.36,0.0,organic,2017,Midsouth
1.85,137573.44,3560.76,36025.34,677.79,97301.09,91436.08,5865.01,0.0,organic,2017,Midsouth
1.8,156848.8,2448.54,34603.78,619.38,119177.1,110757.39,8419.71,0.0,organic,2017,Midsouth
1.8,168429.18,2401.85,39858.54,607.05,125561.74,115932.33,9629.41,0.0,organic,2017,Midsouth
1.84,174355.0,2928.11,35554.07,556.45,135316.37,127686.14,7630.23,0.0,organic,2017,Midsouth
1.87,176218.89,4376.74,35185.02,566.08,136087.82,131997.28,4090.54,0.0,organic,2017,Midsouth
1.99,149030.87,4351.29,33501.74,592.25,110585.59,101954.05,8631.54,0.0,organic,2017,Midsouth
1.91,176556.11,4036.4,34545.41,517.42,137448.65,115927.2,21521.45,0.0,organic,2017,Midsouth
1.93,158623.92,3307.02,36351.09,628.33,118337.48,102794.03,15543.45,0.0,organic,2017,Midsouth
2.03,168953.84,4000.03,37302.61,622.28,127028.92,112342.72,14686.2,0.0,organic,2017,Midsouth
2.13,167349.41,6815.74,41002.21,840.59,118690.87,100375.43,18315.44,0.0,organic,2017,Midsouth
2.17,141033.09,6349.61,41161.57,688.15,92833.76,81240.44,11593.32,0.0,organic,2017,Midsouth
2.02,138392.0,3383.69,40533.0,660.73,93811.48,84138.69,9672.79,0.0,organic,2017,Midsouth
1.85,129688.16,2791.66,38100.0,837.16,87959.34,85427.32,2532.02,0.0,organic,2017,Midsouth
1.88,147783.08,3190.54,45905.95,871.79,97806.05,86645.75,11160.3,0.0,organic,2017,Midsouth
1.68,143256.61,3072.11,44213.86,991.22,94976.86,80259.26,14717.6,0.0,organic,2017,Midsouth
1.57,176562.15,2368.63,49706.22,1106.94,123369.31,103897.97,19471.34,0.0,organic,2017,Midsouth
1.69,140880.73,2458.19,44872.35,1239.5,92310.69,78625.54,13685.15,0.0,organic,2017,Midsouth
1.88,109427.64,3114.64,50540.83,1282.83,54489.34,35708.96,18780.38,0.0,organic,2017,Midsouth
1.78,120458.72,2774.67,52195.81,1321.72,64166.52,34038.53,30127.99,0.0,organic,2017,Midsouth
1.75,125035.1,2567.52,50700.82,1147.57,70619.19,38193.8,32425.39,0.0,organic,2017,Midsouth
1.73,127794.36,3304.26,56369.25,1270.6,66850.25,36430.85,30419.4,0.0,organic,2017,Midsouth
1.61,150302.38,3919.7,51398.57,1205.25,93778.86,45391.71,48387.15,0.0,organic,2017,Midsouth
1.85,127811.15,3976.74,55615.87,1415.12,66803.42,33346.76,33456.66,0.0,organic,2017,Midsouth
1.91,129046.19,4061.5,52094.56,1610.71,71279.42,36140.3,35139.12,0.0,organic,2017,Midsouth
1.9,116849.77,3719.26,48346.59,1603.39,63180.53,35445.81,27734.72,0.0,organic,2017,Midsouth
1.76,133422.58,3776.69,55201.16,1954.5,72490.23,38041.51,34448.72,0.0,organic,2017,Midsouth
1.96,111062.12,2964.11,48570.73,1704.61,57822.67,35661.6,22161.07,0.0,organic,2017,Midsouth
1.96,117715.93,4131.4,51699.07,1538.54,60346.92,36527.33,23819.59,0.0,organic,2017,Midsouth
2.03,107165.19,3840.93,50473.85,1386.8,51463.61,36180.97,15282.64,0.0,organic,2017,Midsouth
1.68,132011.04,4340.81,57599.11,2526.06,67545.06,39490.55,28054.51,0.0,organic,2017,Midsouth
1.5,137962.99,3866.01,54710.71,2285.58,77100.69,34323.06,42777.63,0.0,organic,2017,Midsouth
1.67,129499.97,4585.96,58475.37,2227.82,64210.82,36145.43,28065.39,0.0,organic,2017,Midsouth
1.41,139274.81,4177.03,50392.67,2224.98,82480.13,31877.73,50602.4,0.0,organic,2017,Midsouth
1.59,97030.81,3900.08,42658.05,1814.98,48657.7,28803.38,19854.32,0.0,organic,2017,Midsouth
1.35,121869.61,3840.57,42071.43,1856.19,74101.42,34491.91,39609.51,0.0,organic,2017,Midsouth
1.02,156551.27,4471.53,38267.49,1457.66,112354.59,31239.27,81115.32,0.0,organic,2017,Midsouth
1.12,139908.49,3921.76,41022.31,1849.73,93114.69,33735.94,59378.75,0.0,organic,2017,Midsouth
1.14,148184.85,4325.51,48328.21,1888.62,93642.51,32456.16,61186.35,0.0,organic,2017,Midsouth
1.21,129193.22,3448.61,41590.11,1599.36,82555.14,35082.56,47472.58,0.0,organic,2017,Midsouth
1.49,101147.78,3676.77,42152.81,1526.21,53791.99,39453.34,14338.65,0.0,organic,2017,Midsouth
1.54,95499.48,3428.23,45235.31,2048.59,44787.35,33303.24,11484.11,0.0,organic,2017,Midsouth
1.49,96918.39,2981.29,38351.15,1985.43,53600.52,39758.09,13842.43,0.0,organic,2017,Midsouth
1.67,88279.56,3414.04,43794.8,2191.38,38879.34,37053.18,1826.16,0.0,organic,2017,Midsouth
1.61,90503.81,3638.19,41242.82,2265.14,43357.66,40878.78,2478.88,0.0,organic,2017,Midsouth
1.72,72287.79,3353.64,36090.72,1813.6,31029.83,29203.33,1826.5,0.0,organic,2017,Midsouth
1.66,229313.64,11281.04,33549.86,122.83,184359.91,170878.67,13481.24,0.0,organic,2017,Northeast
1.67,237711.39,14885.87,33389.98,221.35,189214.19,186448.83,2765.36,0.0,organic,2017,Northeast
1.66,222261.39,13706.54,34143.68,94.76,174316.41,155391.08,18925.33,0.0,organic,2017,Northeast
1.6,251595.19,16117.35,32493.29,108.86,202875.69,182493.69,20382.0,0.0,organic,2017,Northeast
1.67,247242.48,23973.38,52395.33,86.28,170787.49,160329.49,10458.0,0.0,organic,2017,Northeast
1.77,190028.7,9276.35,23321.1,181.54,157249.71,155444.42,1805.29,0.0,organic,2017,Northeast
1.84,204565.99,10459.16,25861.92,114.95,168129.96,157175.48,10954.48,0.0,organic,2017,Northeast
1.81,231677.48,11004.36,27532.26,161.34,192979.52,176295.77,16683.75,0.0,organic,2017,Northeast
1.82,239371.8,10655.06,27191.48,115.51,201409.75,193133.43,8276.32,0.0,organic,2017,Northeast
1.76,264941.06,10127.06,29797.6,100.29,224916.11,218668.73,6247.38,0.0,organic,2017,Northeast
1.68,264208.2,10671.96,29448.03,99.41,223988.8,223697.53,291.27,0.0,organic,2017,Northeast
1.7,269123.79,12497.35,23859.81,117.29,232649.34,232373.13,276.21,0.0,organic,2017,Northeast
1.64,275572.0,11078.6,25362.38,131.65,238999.37,238752.11,247.26,0.0,organic,2017,Northeast
1.7,236097.14,9408.76,23215.19,79.66,203393.53,203353.59,39.94,0.0,organic,2017,Northeast
1.68,255258.55,9811.16,31012.0,108.75,214326.64,214282.33,44.31,0.0,organic,2017,Northeast
1.74,238274.56,9146.68,34141.63,44.41,194941.84,193019.04,1922.8,0.0,organic,2017,Northeast
1.85,244428.88,10454.25,38728.87,60.38,195185.38,188367.7,6817.68,0.0,organic,2017,Northeast
1.92,223548.33,15489.31,42399.85,207.82,165451.35,157440.62,8010.73,0.0,organic,2017,Northeast
1.89,215129.8,8766.1,36924.09,98.22,169341.39,164863.42,4477.97,0.0,organic,2017,Northeast
1.79,251156.79,19480.79,58086.37,153.0,173436.63,158281.96,15154.67,0.0,organic,2017,Northeast
1.85,200716.07,7031.08,35496.01,220.3,157968.68,146634.24,11334.44,0.0,organic,2017,Northeast
1.74,216000.77,6369.3,31343.15,143.23,178145.09,152573.08,25572.01,0.0,organic,2017,Northeast
1.74,214612.36,5868.8,30074.75,259.43,178409.38,153830.81,24578.57,0.0,organic,2017,Northeast
1.63,272856.18,8003.45,34071.85,1137.51,229643.37,203830.16,25813.21,0.0,organic,2017,Northeast
1.66,240537.76,12309.73,34479.02,2085.77,191663.24,178777.51,12885.73,0.0,organic,2017,Northeast
2.31,160288.02,6638.91,35153.51,1626.85,116868.75,104841.75,12027.0,0.0,organic,2017,Northeast
2.29,170194.95,8951.42,43472.34,1596.01,116175.18,106878.45,9296.73,0.0,organic,2017,Northeast
2.26,181964.19,8675.31,45535.71,1086.85,126666.32,115565.9,11100.42,0.0,organic,2017,Northeast
1.98,307563.37,45284.06,123914.52,265.91,138098.88,124213.2,13885.68,0.0,organic,2017,Northeast
2.26,191985.27,13018.96,48648.68,1883.32,128434.31,116899.45,11534.86,0.0,organic,2017,Northeast
2.0,251838.53,28716.42,70360.01,1020.12,151741.98,139084.38,12657.6,0.0,organic,2017,Northeast
2.18,194487.92,11400.57,47209.92,636.96,135240.47,124037.53,11202.94,0.0,organic,2017,Northeast
2.15,186553.95,10974.59,44591.68,1425.74,129561.94,120158.47,9403.47,0.0,organic,2017,Northeast
2.09,202280.64,11814.11,42990.28,1781.11,145695.14,132557.14,13138.0,0.0,organic,2017,Northeast
2.16,205224.24,12708.77,53525.73,1500.31,137489.43,121185.9,16303.53,0.0,organic,2017,Northeast
1.91,278038.48,45273.02,109485.34,1714.65,121565.47,116115.13,5450.34,0.0,organic,2017,Northeast
2.09,180814.14,11464.72,46927.45,879.96,121542.01,109123.48,12418.53,0.0,organic,2017,Northeast
1.91,265298.41,35022.89,105350.43,204.47,124720.62,112364.58,12356.04,0.0,organic,2017,Northeast
2.12,171036.27,14746.97,48734.61,165.24,107389.45,96848.27,10541.18,0.0,organic,2017,Northeast
1.89,256548.81,43055.81,107196.78,121.64,106174.58,102577.8,3596.78,0.0,organic,2017,Northeast
2.1,191466.91,18318.35,55899.67,86.39,117162.5,107372.46,9790.04,0.0,organic,2017,Northeast
1.88,276084.84,45037.68,116111.93,163.76,114771.47,106097.64,8673.83,0.0,organic,2017,Northeast
2.18,186709.79,14633.01,52057.46,172.06,119847.26,113186.39,6660.87,0.0,organic,2017,Northeast
1.8,225597.13,29927.87,86086.11,205.84,109377.31,105641.33,3735.98,0.0,organic,2017,Northeast
1.82,182655.98,22185.72,70918.22,161.59,89390.45,86833.66,2556.79,0.0,organic,2017,Northeast
1.43,592952.35,127051.75,363472.25,322.56,102105.79,91672.29,10433.5,0.0,organic,2017,Northeast
1.91,153268.97,11370.64,34465.58,496.01,106936.74,102275.82,4660.92,0.0,organic,2017,Northeast
1.81,160843.63,11663.51,37623.06,244.75,111312.31,101921.32,9390.99,0.0,organic,2017,Northeast
1.93,132820.76,10226.18,29196.51,90.66,93307.41,91291.73,2015.68,0.0,organic,2017,Northeast
1.93,135079.52,10781.15,31238.0,886.21,92174.16,91298.2,875.96,0.0,organic,2017,Northeast
1.94,134840.81,9284.34,31877.36,128.08,93551.03,91994.71,1556.32,0.0,organic,2017,Northeast
1.99,132079.47,10600.01,29899.55,310.93,91268.98,86129.69,5139.29,0.0,organic,2017,Northeast
2.0,115256.09,9132.13,36276.39,923.53,68924.04,65447.53,3476.51,0.0,organic,2017,Northeast
1.63,62228.22,3018.47,15029.08,38.91,44141.76,32311.88,11829.88,0.0,organic,2017,Plains
1.73,53663.33,2437.98,17137.62,29.27,34058.46,22547.68,11499.94,10.84,organic,2017,Plains
1.67,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0.0,organic,2017,Plains
1.7,54723.29,1965.71,15750.0,9.73,36976.92,25074.28,11902.64,0.0,organic,2017,Plains
1.76,47265.24,2087.77,14952.84,24.23,30200.4,18480.79,11719.61,0.0,organic,2017,Plains
1.78,47738.89,1912.15,12604.73,7.28,33214.73,21333.07,11881.66,0.0,organic,2017,Plains
1.8,48924.81,2835.23,14769.82,48.37,31260.69,19421.6,11839.09,0.0,organic,2017,Plains
1.89,51340.54,937.33,18192.0,169.54,32041.67,19440.3,12601.37,0.0,organic,2017,Plains
1.89,48099.91,1006.07,13421.84,70.09,33601.91,23095.17,10506.74,0.0,organic,2017,Plains
1.88,49301.56,995.63,11209.3,273.81,36822.82,25519.81,11303.01,0.0,organic,2017,Plains
1.96,56614.23,1352.09,14045.55,375.42,40841.17,26362.82,14478.35,0.0,organic,2017,Plains
2.07,53711.04,1119.87,14609.29,414.22,37562.6,26290.94,11271.66,0.0,organic,2017,Plains
2.02,60256.56,1701.98,14818.4,366.66,43369.52,34313.95,9055.57,0.0,organic,2017,Plains
2.09,60186.09,1616.73,15507.7,1134.3,41901.3,32057.02,9844.28,0.0,organic,2017,Plains
2.13,49093.24,1296.19,15708.29,379.9,31704.85,22812.27,8884.57,8.01,organic,2017,Plains
2.12,54502.39,1296.96,16452.09,60.03,36688.72,20458.94,16229.78,0.0,organic,2017,Plains
2.09,56583.1,1504.55,16919.57,24.03,38117.92,19391.33,18726.59,0.0,organic,2017,Plains
2.12,54026.99,1395.08,19190.49,973.47,32467.95,20082.79,12385.16,0.0,organic,2017,Plains
2.01,60468.47,1074.2,22609.26,1121.4,35663.61,25961.28,9697.03,5.3,organic,2017,Plains
1.92,64189.39,1398.68,24463.43,114.98,38212.3,28827.29,9385.01,0.0,organic,2017,Plains
1.8,68831.83,1263.24,22638.51,57.32,44867.19,33840.62,11026.57,0.0,organic,2017,Plains
1.8,68525.6,2462.31,18938.49,31.05,47093.75,34485.91,12607.84,0.0,organic,2017,Plains
1.73,59314.22,1456.22,16781.86,45.32,41030.82,31277.63,9753.19,0.0,organic,2017,Plains
1.72,55116.84,2277.34,15728.39,16.57,37094.54,27524.59,9569.95,0.0,organic,2017,Plains
1.82,64457.41,3175.66,24288.09,28.46,36912.55,25384.46,11528.09,0.0,organic,2017,Plains
1.62,63609.57,2420.11,23093.17,61.27,38035.02,18331.46,19703.56,0.0,organic,2017,Plains
1.55,59145.56,1399.43,20993.46,54.01,36698.66,17049.24,19649.42,0.0,organic,2017,Plains
1.56,65066.62,3136.16,19656.54,112.27,42161.65,18213.76,23947.89,0.0,organic,2017,Plains
1.56,79491.78,4541.23,31669.43,267.93,43013.19,20340.83,22672.36,0.0,organic,2017,Plains
1.63,71995.22,7271.57,21569.39,118.23,43036.03,20516.93,22519.1,0.0,organic,2017,Plains
1.62,73160.65,4101.74,21665.84,57.86,47335.21,25286.63,22048.58,0.0,organic,2017,Plains
1.63,71551.35,3682.02,22151.54,194.47,45523.32,24299.08,21224.24,0.0,organic,2017,Plains
1.57,85984.55,4614.96,33738.22,778.72,46852.65,22566.48,24286.17,0.0,organic,2017,Plains
1.62,69358.17,3417.56,21230.05,251.83,44458.73,22549.94,21908.79,0.0,organic,2017,Plains
1.58,68236.34,2467.03,20644.8,375.91,44748.6,23886.0,20862.6,0.0,organic,2017,Plains
1.8,69732.89,2391.99,29776.85,1470.12,36093.93,19268.73,16825.2,0.0,organic,2017,Plains
1.67,70584.97,4057.02,23962.95,307.19,42257.81,26018.54,16239.27,0.0,organic,2017,Plains
1.59,85609.54,5166.93,24157.5,1783.22,54501.89,29033.98,25467.91,0.0,organic,2017,Plains
1.56,82376.37,5699.93,20029.5,5924.48,50722.46,20695.25,30027.21,0.0,organic,2017,Plains
1.55,81276.27,5032.45,22665.95,855.1,52722.77,21004.95,31717.82,0.0,organic,2017,Plains
1.51,81982.77,5449.39,23565.89,1102.12,51865.37,21163.88,30701.49,0.0,organic,2017,Plains
1.54,75867.95,5693.04,23743.93,952.64,45478.34,19921.39,25556.95,0.0,organic,2017,Plains
1.5,71708.81,5373.18,23302.63,769.18,42263.82,18086.4,24177.42,0.0,organic,2017,Plains
1.39,79590.74,6729.74,25452.37,464.44,46944.19,19928.87,27015.32,0.0,organic,2017,Plains
1.39,76034.02,6058.09,24558.45,1293.32,44124.16,20679.02,23445.14,0.0,organic,2017,Plains
1.5,55912.77,4415.63,17174.19,755.8,33567.15,18926.25,14640.9,0.0,organic,2017,Plains
1.49,59073.9,4047.83,17976.54,1009.67,36039.86,20023.2,16016.66,0.0,organic,2017,Plains
1.6,48964.14,3181.84,19535.39,151.77,26095.14,15341.1,10754.04,0.0,organic,2017,Plains
1.55,49505.09,4305.53,16857.63,935.56,27406.37,16105.53,11300.84,0.0,organic,2017,Plains
1.57,55867.65,5924.1,18291.59,3406.4,28245.56,18114.66,10130.9,0.0,organic,2017,Plains
1.56,64677.46,5384.45,18694.14,5562.78,35036.09,23848.37,11187.72,0.0,organic,2017,Plains
1.67,56310.43,4527.73,18578.92,5649.58,27554.2,21617.03,5937.17,0.0,organic,2017,Plains
1.62,47042.21,4547.17,15245.73,1366.36,25882.95,17253.74,8629.21,0.0,organic,2017,Plains
1.41,115959.77,25221.46,3103.46,0.0,87634.85,82290.07,5344.78,0.0,organic,2017,SouthCentral
1.47,126306.81,22484.56,3829.0,0.0,99993.25,97351.92,2641.33,0.0,organic,2017,SouthCentral
1.45,116534.02,19933.3,3375.24,0.0,93225.48,89571.37,3654.11,0.0,organic,2017,SouthCentral
1.5,102658.15,18348.97,3120.89,0.0,81188.29,70929.35,10258.94,0.0,organic,2017,SouthCentral
1.59,106526.9,22085.74,3150.27,0.0,81290.89,67077.55,14213.34,0.0,organic,2017,SouthCentral
1.57,91204.54,17430.38,3137.84,0.0,70636.32,69765.16,871.16,0.0,organic,2017,SouthCentral
1.54,115865.76,22430.41,3239.93,0.0,90195.42,89527.0,668.42,0.0,organic,2017,SouthCentral
1.67,117223.76,24716.13,3479.9,0.0,89027.73,88069.33,958.4,0.0,organic,2017,SouthCentral
1.69,99714.13,20163.6,2648.96,0.0,76901.57,74677.27,2224.3,0.0,organic,2017,SouthCentral
1.73,105902.71,20556.39,2692.5,0.0,82653.82,80872.33,1781.49,0.0,organic,2017,SouthCentral
1.73,109427.04,18976.94,2868.24,0.0,87581.86,85795.3,1786.56,0.0,organic,2017,SouthCentral
1.74,115437.92,24823.67,3241.9,0.0,87372.35,85526.15,1846.2,0.0,organic,2017,SouthCentral
1.75,106062.64,27054.58,3391.43,0.0,75616.63,75373.41,243.22,0.0,organic,2017,SouthCentral
1.75,107773.96,31572.3,2854.98,0.0,73346.68,72854.87,491.81,0.0,organic,2017,SouthCentral
1.77,124121.46,43104.01,2957.09,0.0,78060.36,74777.97,3282.39,0.0,organic,2017,SouthCentral
1.8,108093.32,49755.71,3371.39,0.0,54966.22,53033.25,1932.97,0.0,organic,2017,SouthCentral
1.75,108438.31,31218.95,4601.22,0.0,72618.14,71103.81,1514.33,0.0,organic,2017,SouthCentral
1.78,109958.23,30727.41,4626.58,0.0,74604.24,71340.48,3263.76,0.0,organic,2017,SouthCentral
1.81,125183.67,36270.97,4496.79,0.0,84415.91,82658.23,1757.68,0.0,organic,2017,SouthCentral
1.64,115769.96,29483.18,5017.19,0.0,81269.59,77509.12,3760.47,0.0,organic,2017,SouthCentral
1.52,112607.87,26288.07,4083.7,0.0,82236.1,81577.02,659.08,0.0,organic,2017,SouthCentral
1.48,141584.65,34146.34,4622.76,0.0,102815.55,101574.31,1241.24,0.0,organic,2017,SouthCentral
1.52,124143.15,34533.3,4894.84,0.0,84715.01,82561.9,2153.11,0.0,organic,2017,SouthCentral
1.52,131449.42,45346.41,6099.91,0.0,80003.1,78170.25,1832.85,0.0,organic,2017,SouthCentral
1.46,144301.93,31546.7,5690.47,0.0,107064.76,105059.9,2004.86,0.0,organic,2017,SouthCentral
1.13,180648.11,35464.23,7272.31,0.0,137911.57,134528.08,3383.49,0.0,organic,2017,SouthCentral
1.17,169099.91,41073.19,5504.69,0.0,122522.03,118293.26,4228.77,0.0,organic,2017,SouthCentral
1.36,130227.23,48461.43,6365.33,0.0,75400.47,69874.51,5525.96,0.0,organic,2017,SouthCentral
1.27,149975.22,38471.13,9716.75,0.0,101787.34,94445.95,7341.39,0.0,organic,2017,SouthCentral
1.17,183857.14,38447.04,9085.51,0.0,136324.59,122121.81,14202.78,0.0,organic,2017,SouthCentral
1.13,197098.71,34348.51,14133.82,0.0,148616.38,143879.62,4736.76,0.0,organic,2017,SouthCentral
1.19,187973.68,32930.32,18293.4,0.0,136749.96,131941.91,4808.05,0.0,organic,2017,SouthCentral
1.45,147667.8,31741.16,14655.16,0.0,101271.48,96031.26,5240.22,0.0,organic,2017,SouthCentral
1.46,142740.06,30921.33,12795.99,0.0,99022.74,93390.04,5632.7,0.0,organic,2017,SouthCentral
1.34,138588.03,30711.6,11489.92,0.0,96386.51,87975.05,8411.46,0.0,organic,2017,SouthCentral
1.31,126586.54,41198.05,8563.75,0.0,76824.74,59357.39,17467.35,0.0,organic,2017,SouthCentral
1.19,144414.88,40490.03,7341.55,9.0,96574.3,59848.8,36725.5,0.0,organic,2017,SouthCentral
1.04,204871.52,41474.4,7200.29,12.02,156184.81,145920.93,10263.88,0.0,organic,2017,SouthCentral
1.06,173816.89,43305.45,9697.83,0.0,120813.61,93379.58,27434.03,0.0,organic,2017,SouthCentral
1.14,169883.35,50715.72,6377.87,0.0,112789.76,101411.38,11378.38,0.0,organic,2017,SouthCentral
